id,content,label,year,month,day,year_month,year_season,weight
628336948810268673,whole foods tests the limits of yuppie diet fads with new $6 asparagus water - url url,truth,2015,8,3,2015-08,2015-03,1.0
553548567420628992,"afp reports there are 2 dead, and 5 hostages being held in the kosher store in eastern paris; separate incident to charlie hebdo shooters.",rumor,2015,1,9,2015-01,2015-01,1.0
407262953533353984,late actor paul walker's admirable history of organizing & participating in international disaster relief missions: url,truth,2013,12,1,2013-12,2013-04,1.0
509084603617792001,don't worry ppl #isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in #texas url,rumor,2014,9,8,2014-09,2014-03,1.0
489796088338341888,breaking: malaysia airlines plane 'shot down' was carrying 295 people url url,rumor,2014,7,17,2014-07,2014-03,1.0
531129816389779456,doritos-flavored mountain dew is a real thing url url,truth,2014,11,8,2014-11,2014-04,1.0
517003426832453633,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" url via",truth,2014,9,30,2014-09,2014-03,1.0
763428684850094080,breaking video : hillary surrogate calls for the assassination of julian assange. url,rumor,2016,8,10,2016-08,2016-03,1.0
693091255685787648,joseph pena is 17. joseph pena is in high school. joseph pena can squat 875(!) pounds. watch: url,truth,2016,1,29,2016-01,2016-01,1.0
669201837187334144,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",rumor,2015,11,24,2015-11,2015-04,1.0
705093513076015104,"tons of people searching ""how to move to canada"" following trump, clinton wins url url",rumor,2016,3,2,2016-03,2016-01,1.0
614054616154550273,charleston church shooter dylann roof receives $4 million in donations from supporters - url url,rumor,2015,6,25,2015-06,2015-02,1.0
516377014790782977,"protestors in hong kong mimicking the ""hands up, don't shoot"" of ferguson demonstrations (alex ogle/getty) url",rumor,2014,9,29,2014-09,2014-03,1.0
640118021101604864,the insane reason why chinese drivers intentionally kill pedestrians they hit — via url url,rumor,2015,9,5,2015-09,2015-03,1.0
767520433247809536,"hugs! & during the #closingceremony (photo: rob schumacher, ) url",truth,2016,8,22,2016-08,2016-03,1.0
616421546702336000,"woah, nature. url url",truth,2015,7,2,2015-07,2015-03,1.0
716424773216022530,it seems has won back nevada! don't let dems rig it against ! #feelthebern url,rumor,2016,4,3,2016-04,2016-02,1.0
705092738224525312,"breaking news: search ""how can i move to canada"" skyrocketed following #supertuesday url",rumor,2016,3,2,2016-03,2016-01,1.0
751536167183613952,#urgent so-called 'purge' planned tonight in baton rouge 1200am - 0500am. #bluelivesmatter - heres the flash >> url,rumor,2016,7,8,2016-07,2016-03,1.0
520132836594970625,penis graffiti drawn on £1.5m bugatti veyron. url url,rumor,2014,10,9,2014-10,2014-04,1.0
767170849472405508,"olympics: us women win 6th straight 4x400m-relay gold, giving allyson felix 6 career golds. url url",truth,2016,8,21,2016-08,2016-03,1.0
693119705469587456,nasa astronaut captures a beautiful sunrise from aboard the international space station. url,truth,2016,1,29,2016-01,2016-01,1.0
514540926640087040,the iphone 6 plus really does have a bending problem url url,rumor,2014,9,23,2014-09,2014-03,1.0
562256876763901953,"""madden nfl 15"" not only predicted a patriots victory over the seahawks, but also predicted the final score of 28-24: url",truth,2015,2,2,2015-02,2015-01,1.0
514100169307348992,"reports: missing afghan soldiers found trying to cross into canada, source says -, , url (fixes typo)",truth,2014,9,22,2014-09,2014-03,1.0
513922322915282945,three of five detainees swapped are now isis leaders claims url url url,rumor,2014,9,22,2014-09,2014-03,1.0
693855615618322432,happy birthday to the man who brought sexy back! url url,truth,2016,1,31,2016-01,2016-01,1.0
544289311504355328,statement from prime minister tony abbott on sydney hostage situation. url,truth,2014,12,15,2014-12,2014-04,1.0
676586804242309121,"isis has been killing babies afflicted with down syndrome and other disabilities, activists claim url",rumor,2015,12,15,2015-12,2015-04,1.0
562313802369073153,"annual simulated 'madden' game made several accurate #sb49 predictions, including final score: url url",truth,2015,2,2,2015-02,2015-01,1.0
616686132387028992,"one more reason to abolish the penny: ""when plastic money is worth more than your real money, you need new money."" url",truth,2015,7,2,2015-07,2015-03,1.0
524289058290159616,"he's not arrested, but he has been busy... new banksy mural appears in bristol url (pic: banksy) url",rumor,2014,10,20,2014-10,2014-04,1.0
766822417712963584,"it's been 5 years since ""what makes you beautiful"" lit up our world like nobody else: url url",truth,2016,8,20,2016-08,2016-03,1.0
661102820976930816,"►#anonymous operation #kkk ►ku klux klan, we never stopped watching you url #opkkk #hoodsoff url",rumor,2015,11,2,2015-11,2015-04,1.0
693281966846808064,"a head-on collision with another planet may have created our moon, researchers say url url",truth,2016,1,30,2016-01,2016-01,1.0
722885778448121857,"a new transgender bathroom policy at is real, and it's fabulous: url url",rumor,2016,4,20,2016-04,2016-02,1.0
764473554431725568,we've only got one planet. watch share the progress we've made to protect it. #actonclimate url,truth,2016,8,13,2016-08,2016-03,1.0
407191144880439298,im still on that paul walker situation i can't believe he died especially in a car.,truth,2013,12,1,2013-12,2013-04,1.0
693857551620968448,keeping vanessa hudgens in our thoughts. her dad greg died last night from cancer: url url,truth,2016,1,31,2016-01,2016-01,1.0
693200309955469312,"watch zayn malik's surreal ""pillowtalk"" video, featuring gigi hadad url url",truth,2016,1,29,2016-01,2016-01,1.0
693555965019492352,denver medical center on lockdown; 9 at hospitals after deadly incident at denver coliseum url url,truth,2016,1,30,2016-01,2016-01,1.0
692368829368918017,"london jury acquits five out of six brokers who were on trial, accused of manipulating the libor interest rate url",truth,2016,1,27,2016-01,2016-01,1.0
544512108885725184,paramedics are currently carrying out a number of hostages in #martinpl. #sydneysiege #9news,truth,2014,12,15,2014-12,2014-04,1.0
500288349924782080,did anyone think of comparing the clothes that #mikebrown was wearing when he was laying on the street to the security footage? #ferguson,rumor,2014,8,15,2014-08,2014-03,1.0
649985459389661184,an openly gay man said that he and his partner met with pope francis a day before kim davis did url,truth,2015,10,2,2015-10,2015-04,1.0
693125234317086720,the on air broadcast premiere of 's #pillowtalk is on mtv at 8:15p. be there url url,truth,2016,1,29,2016-01,2016-01,1.0
551106923601219585,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. url url",truth,2015,1,2,2015-01,2015-01,1.0
693662456393134080,donald trump is the least favorably viewed presidential candidate since at least 1992 url,truth,2016,1,31,2016-01,2016-01,1.0
546028163134808064,interested in growing your follower base on twitter? set up a followers campaign today. url url,rumor,2014,12,19,2014-12,2014-04,1.0
614601139422633984,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. url,truth,2015,6,27,2015-06,2015-02,1.0
524961721744900097,"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont.",truth,2014,10,22,2014-10,2014-04,1.0
717081129627553792,"this is kenny, the tiger with down syndrome. this proves you don't have to perfect to be beautiful url",rumor,2016,4,4,2016-04,2016-02,1.0
517487705978966016,"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile url",truth,2014,10,2,2014-10,2014-04,1.0
524995771587108864,this afternoon we've lowered our flags to half mast in honour of the canadian reservist who lost his life in ottawa. url,truth,2014,10,22,2014-10,2014-04,1.0
654371696195993600,colorado mcdonald’s offers first marijuana friendly smoking section in restaurant - url,rumor,2015,10,14,2015-10,2015-04,1.0
535282587325833216,"""fuck you"" in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex.",rumor,2014,11,20,2014-11,2014-04,1.0
524966904885428226,breaking update: canadian soldier injured at parliament hill shooting dies url #ottawa,truth,2014,10,22,2014-10,2014-04,1.0
642145732435292160,poll: 's lead over shrinks as her edge over gop vanishes url url,rumor,2015,9,11,2015-09,2015-03,1.0
516425769560866817,hong kong's pro-democracy protesters use 'hands up don't shoot' symbol of #ferguson via #occupycentral url,rumor,2014,9,29,2014-09,2014-03,1.0
692082861525078017,tony the tiger has no more cummies left to give url url,truth,2016,1,26,2016-01,2016-01,1.0
759653274605740032,poll: five percent of americans would vote harambe the dead ape for president url url,truth,2016,7,31,2016-07,2016-03,1.0
407163499723624449,paul walker died shortly after attending a charity event for his organization reach out worldwide url,truth,2013,12,1,2013-12,2013-04,1.0
693533469922693120,"still sobbing over 's #1dhistoryvideo, hbu? url url",truth,2016,1,30,2016-01,2016-01,1.0
524980744658382848,"#rcmp to hold news conference on #ottawa shootings at 2 pm et, 11 am pt. watch live coverage @ url",truth,2014,10,22,2014-10,2014-04,1.0
714503380476026880,open letter to trump voters from his top strategist-turned-defector - amazing first person account url via,rumor,2016,3,28,2016-03,2016-01,1.0
767355611277168642,"amid the chaos of winning gold, found a moment with his son. url",truth,2016,8,21,2016-08,2016-03,1.0
767814876433571840,"rudy giuliani rips for dragging colin powell into email scandal: ""she lies every day."" url",truth,2016,8,22,2016-08,2016-03,1.0
688446106943008768,"oscars 2016 host chris rock calls event ""white bet awards"" due to lack of diversity: url url",truth,2016,1,16,2016-01,2016-01,1.0
524998384357486592,canadian government offices are locked down in ottawa after an armed attack: url url,truth,2014,10,22,2014-10,2014-04,1.0
655432919595548672,thousands of people in china claim they have seen a 'floating city' in the sky url,rumor,2015,10,17,2015-10,2015-04,1.0
531530591427391488,iraqi officials say isis leader wounded in airstrike url,rumor,2014,11,9,2014-11,2014-04,1.0
407197113286545409,paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not,truth,2013,12,1,2013-12,2013-04,1.0
507354546041925632,betty white is victim of death hoax after fans misread satirical story about 92-year-old's dye job url,rumor,2014,9,4,2014-09,2014-03,1.0
377519445578895360,ahh!! has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d url,rumor,2013,9,10,2013-09,2013-03,1.0
763430916236640256,hillary surroagte bob beckel calls for assassination of julian assange url,rumor,2016,8,10,2016-08,2016-03,1.0
515538937058971648,"update: photo of suspect, alton nolen, in moore, okla. beheading released. url url",truth,2014,9,26,2014-09,2014-03,1.0
643807909856415744,the closest that adults can get to believing in santa claus again is when they forget that they’ve ordered something from amazon.,truth,2015,9,15,2015-09,2015-03,1.0
692780496590254081,an undefeated high school wrestler lost on purpose against an opponent with down syndrome: url url,truth,2016,1,28,2016-01,2016-01,1.0
538346377794031618,"who got violent? pregnant woman shot by #ferguson cop while sitting in car tuesday, loses eye: url url",truth,2014,11,28,2014-11,2014-04,1.0
407267881131732992,watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. url,truth,2013,12,1,2013-12,2013-04,1.0
543443188934250496,"""one day, we will see our animals again in the eternity of christ,"" pope francis said to a boy whose dog died url",rumor,2014,12,12,2014-12,2014-04,1.0
656047932093763584,"cnn/orc poll: clinton did best in 1st dem debate, but only sanders significantly increased support in past month. url",rumor,2015,10,19,2015-10,2015-04,1.0
692748411481780224,"man held at disneyland paris carrying ""low-calibre"" guns & copy of koran - police sources url url",truth,2016,1,28,2016-01,2016-01,1.0
551097831851687938,"donna douglas, elly may clampett on ‘beverly hillbillies,’ dies at 81 url",truth,2015,1,2,2015-01,2015-01,1.0
693265096278163456,german shepherd with a rare spinal condition looking for a forever home. url url,truth,2016,1,30,2016-01,2016-01,1.0
693670046497935361,the times editorial board endorses hillary clinton for the democratic nomination url via,truth,2016,1,31,2016-01,2016-01,1.0
674364257799004160,adolf hitler vs donald trump url,rumor,2015,12,8,2015-12,2015-04,1.0
672488384695279616,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),rumor,2015,12,3,2015-12,2015-04,1.0
692127290998784001,disney world opens new ordeal kingdom for family meltdowns url url,truth,2016,1,26,2016-01,2016-01,1.0
532275347413544961,sugarhill gang's big bank hank dies at 57 url url,truth,2014,11,11,2014-11,2014-04,1.0
532197572698320896,sugarhill gang's big bank hank dies -- dead at 57 from cancer url,truth,2014,11,11,2014-11,2014-04,1.0
525285199530455040,man cut off penis and threw it in bin after girlfriend dumped him over small manhood url url,rumor,2014,10,23,2014-10,2014-04,1.0
523863683928457216,goliath encounter: puppy-sized spider surprises scientist in rainforest - url url,truth,2014,10,19,2014-10,2014-04,1.0
691667941314662400,from the vault: anatomical maquettes of fanciful creatures url url,truth,2016,1,25,2016-01,2016-01,1.0
614599619310407680,white house is aglow in the colors of the rainbow celebrating the supreme court's same-sex marriage decision. url,truth,2015,6,27,2015-06,2015-02,1.0
693554007785234432,"one person dead, many taken to hospital after shootings, stabbing at denver coliseum, police say. url",truth,2016,1,30,2016-01,2016-01,1.0
687632433483759616,#oscarnoms: nominations for best picture url url,truth,2016,1,14,2016-01,2016-01,1.0
693537938425171968,"when an iowa man asked ted cruz an uncomfortable question, the room went silent url url",truth,2016,1,30,2016-01,2016-01,1.0
516361247223058432,"hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image: url",rumor,2014,9,28,2014-09,2014-03,1.0
520284654755381249,"report: amazon plans to open its first physical store, in new york url",rumor,2014,10,9,2014-10,2014-04,1.0
507261372313640961,"more: tesla motors picks nevada as home of new electric car battery factory, beating 4 other states: url",truth,2014,9,3,2014-09,2014-03,1.0
551128385850601472,"donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. url url",truth,2015,1,2,2015-01,2015-01,1.0
436089462326849536,omfg read this its my personal experience with talking angela url,rumor,2014,2,19,2014-02,2014-01,1.0
612741808125120513,this dad loved his family so much he got eye enlargement surgery so he could look at them more url url,rumor,2015,6,21,2015-06,2015-02,1.0
531606992788287489,pentagon officials skeptical over iraqi claims of wounded islamic state leader url #isis url,rumor,2014,11,10,2014-11,2014-04,1.0
692665281362202624,"we've devoted 24 pages to #batman v #superman, interviewing , , henry cavill, ... url",truth,2016,1,28,2016-01,2016-01,1.0
767823175480647681,"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states."" url",truth,2016,8,22,2016-08,2016-03,1.0
525024518713397249,twenty-four-year-old cpl. nathan cirillo was shot dead today at the war memorial in #ottawa. #cdnpoli #ottawashooting url,truth,2014,10,22,2014-10,2014-04,1.0
519348106836860929,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. url $hp url",truth,2014,10,7,2014-10,2014-04,1.0
672102358516670465,"holy christ, #samuraijack is returning to television! url url",truth,2015,12,2,2015-12,2015-04,1.0
693648675772436480,kate winslet congratulating leonardo dicaprio after his #sagawards win is everything url url,truth,2016,1,31,2016-01,2016-01,1.0
387006700609228801,really? amber alert website goes dark under government shutdown url,rumor,2013,10,7,2013-10,2013-04,1.0
693135382309896192,"breaking: canada has four recent cases of #zika, all from travelers: public health agency",truth,2016,1,29,2016-01,2016-01,1.0
544515538383564801,"haron monis,hostage-taker in #sydney: fled #iran 96,suspect in ex-wife killing,46 sex assaults url url",truth,2014,12,15,2014-12,2014-04,1.0
407258075502899200,this is the driver that died in the accident with paul walker. don't forget about him just because he's not famous. url,truth,2013,12,1,2013-12,2013-04,1.0
518870005677826050,hewlett-packard to split pc and printer business from corporate hardware and services: url $hpq url,truth,2014,10,5,2014-10,2014-04,1.0
693083689098477568,cam newton and steph curry have more in common than just north carolina. here's proof: url url,truth,2016,1,29,2016-01,2016-01,1.0
767803368081358848,"fbi uncovers nearly 15,000 more emails and materials sent to or from hillary clinton. url url",truth,2016,8,22,2016-08,2016-03,1.0
692014905239666688,danish lawmakers approve bill allowing seizure of asylum seekers' valuables to help cover expenses. url,truth,2016,1,26,2016-01,2016-01,1.0
524976106861236226,"man who saw gunman shoot canadian soldier at war memorial says shooter ""raised his arms in triumph"": url",truth,2014,10,22,2014-10,2014-04,1.0
489902412900343809,update: rebel leader in recorded call: we just shot down a plane (english subtitles) url #mh17 url,rumor,2014,7,17,2014-07,2014-03,1.0
569908998717243392,stop rumors: jamie is not leaving fifty shades and him and amelia are still in love. everything's fine for jamie! url,rumor,2015,2,23,2015-02,2015-01,1.0
427762638274437120,actor who played marlboro man in ads dies from smoking-related disease url,truth,2014,1,27,2014-01,2014-01,1.0
553470492565602305,car chase under way in paris as gunfight breaks out. reports of hostages. latest from paris: url url,rumor,2015,1,9,2015-01,2015-01,1.0
689661418484994049,. just created a unisex fragrance named after her brother: url url,truth,2016,1,20,2016-01,2016-01,1.0
528341588867416064,'who is we?' obama says being a stay-at-home mom 'not a choice we want americans to make' url,rumor,2014,11,1,2014-11,2014-04,1.0
693648684857323521,spoiler alert: leo and kate were ridiculously cute together at the 2016 #sagawards. url url,truth,2016,1,31,2016-01,2016-01,1.0
501934077612941312,wapo: 'british examining [foley] video...to compare it with former guantanamo bay prisoners...believed to have joined the islamic state.',rumor,2014,8,20,2014-08,2014-03,1.0
552792802309181440,#charliehebdo - 11 dead including 2 police in paris shooting. photo #afp url,truth,2015,1,7,2015-01,2015-01,1.0
614593989203886080,the is lit up like a rainbow! #lovewins url,truth,2015,6,27,2015-06,2015-02,1.0
723365789378584578,"landmarks around world turn purple, in honor of #prince. #princerip #purplerain url",rumor,2016,4,22,2016-04,2016-02,1.0
500394061887709184,"the press conf makes #ferguson pd look like they've gone from stonewalling to counter punching. we give up a name, we drag his thru the mud.",rumor,2014,8,15,2014-08,2014-03,1.0
693126696132804608,. just announced new actions to advance #equalpay. here's what you need to know: url url,truth,2016,1,29,2016-01,2016-01,1.0
544271284796784640,"developing: gunman takes hostages in sydney cafe, 'isis' flags being held against window - url url",truth,2014,12,14,2014-12,2014-04,1.0
524923676484177920,breaking - shooting on parliament hill. rcmp have weapons drawn #cdnpoli url,truth,2014,10,22,2014-10,2014-04,1.0
661184793342775296,14 things successful people do before breakfast url url,truth,2015,11,2,2015-11,2015-04,1.0
538010064591028224,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead url url,rumor,2014,11,27,2014-11,2014-04,1.0
336913656921083904,fort hood shooter reportedly has drawn $278g in salary since massacre url,truth,2013,5,21,2013-05,2013-02,1.0
80080680482123777,seriously? racist mcdonald’s sign is obviously a hoax - url,rumor,2011,6,13,2011-06,2011-02,1.0
666640008149925893,son of a syrian refugee url url,rumor,2015,11,17,2015-11,2015-04,1.0
505611045897924608,"15 year old who ""swatted"" gamer convicted of domestic terrorism; 25 years to life in federal prison url",rumor,2014,8,30,2014-08,2014-03,1.0
524950339074523137,dramatic photos from on the scene in ottawa url url,truth,2014,10,22,2014-10,2014-04,1.0
691700082601758720,"""ted cruz is by far the most consistent conservative in that crowd."" url | ap photo url",truth,2016,1,25,2016-01,2016-01,1.0
524925215235911680,#breaking news: shots fired at parliament hill. follow developing story: url url,truth,2014,10,22,2014-10,2014-04,1.0
506656271517622272,cant believe tupac is still alive url,rumor,2014,9,2,2014-09,2014-03,1.0
524931324763992064,very reliable source on parliament hill tells me the assailant has been killed. #cdnpoli #ottnews,truth,2014,10,22,2014-10,2014-04,1.0
491200302365040640,who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: url url,rumor,2014,7,21,2014-07,2014-03,1.0
524227209976745984,up to 34 million green cards and work permits... url,rumor,2014,10,20,2014-10,2014-04,1.0
613016993692798977,police chief says dylann roof was taken to burger king shortly after arrest url,rumor,2015,6,22,2015-06,2015-02,1.0
658259426172891136,4 legged chickens: fda confiscates several thousand chickens from kfc farms as mutations worsen url,rumor,2015,10,25,2015-10,2015-04,1.0
407232661107642368,the five movie roles that made us fall in love with paul walker url #rippaulwalker url,truth,2013,12,1,2013-12,2013-04,1.0
527272948680622080,update: police confirm former baseball star jose canseco shot himself in his left hand in an accidental shooting - cnn,truth,2014,10,29,2014-10,2014-04,1.0
544358564484378624,police: negotiators are now in contact with armed hostage-taker in sydney situation; motive remains unknown - url,truth,2014,12,15,2014-12,2014-04,1.0
318263294098030593,a photo of black nurses saving the life of a kkk member. url,rumor,2013,3,31,2013-03,2013-01,1.0
724348906096590849,"340,000 pledge to boycott over transgender bathroom policy url url",rumor,2016,4,24,2016-04,2016-02,1.0
514451906211893248,oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: url #odd,truth,2014,9,23,2014-09,2014-03,1.0
703234354579898368,"kenny is considered the first tiger with down syndrome. at the age of nine, kenny died in 2008 of cancer. url",rumor,2016,2,26,2016-02,2016-01,1.0
514555852351479808,"dubbed #bendgate, iphone 6 plus users report the aluminium body is bending in pants pockets url url",rumor,2014,9,23,2014-09,2014-03,1.0
689833530197671936,it's official. 2015 was officially the hottest year ever. and 2016 will be even hotter url url,truth,2016,1,20,2016-01,2016-01,1.0
692734579141185536,"oracle is finally killing, java. rest in hell, java. url url",truth,2016,1,28,2016-01,2016-01,1.0
504453071041482753,report: #nhl expansion to las vegas ‘a done deal’ url url,rumor,2014,8,27,2014-08,2014-03,1.0
637873886072320001,sanders closes to 7 points behind clinton in new iowa poll. url url,rumor,2015,8,30,2015-08,2015-03,1.0
504109775358287872,alleged new shooting audio of #michaelbrown / url,truth,2014,8,26,2014-08,2014-03,1.0
372901260183494656,fukushima – toxic water leak a level 3 serious incident url fuck you tepco! fucking ocean is boiling!!! #yan,rumor,2013,8,29,2013-08,2013-03,1.0
499456140044824576,st. louis co police tell me ofcr shot a man who pointed handgun at him at chambers & sheffingdell at about 1 a.m. man in critical. #ferguson,rumor,2014,8,13,2014-08,2014-03,1.0
740748123581087745,first female candidate for president was not it was victoria woodhull in 1872 #nhpolitics #tcot url,rumor,2016,6,9,2016-06,2016-02,1.0
507263441359613953,#tesla reportedly selects nevada to build massive $5 billion battery plant url via url,truth,2014,9,3,2014-09,2014-03,1.0
655812191233417216,when refusing to pay the 5p bag charge backfires url,rumor,2015,10,18,2015-10,2015-04,1.0
554886875303780352,french police chief killed himself after #charliehebdo attack url url,rumor,2015,1,13,2015-01,2015-01,1.0
525033697045925888,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial url url",truth,2014,10,22,2014-10,2014-04,1.0
693806234026188801,teenage girl 'made up' migrant rape claim that caused uproar in germany url,truth,2016,1,31,2016-01,2016-01,1.0
524925124303396864,"parliament hill in lockdown after soldier shot at #ottawa's war memorial, just south of east block.",truth,2014,10,22,2014-10,2014-04,1.0
687639526282498049,"congratulations, jennifer lawrence! url #oscarnoms #oscars url",truth,2016,1,14,2016-01,2016-01,1.0
623599854661541888,obama; - hours to light up white house in rainbow colors for gay marriage. - 5 days to lower flag for dead marines. url,truth,2015,7,21,2015-07,2015-03,1.0
500319801344929795,"the day #ferguson cops told a dirty, bloody lie (via ): url url",rumor,2014,8,15,2014-08,2014-03,1.0
536808074431184896,"another letter to parents, included in 1970s lego sets url url",truth,2014,11,24,2014-11,2014-04,1.0
519921456730607616,cops swarm #7thheaven star stephen collins' home after suicide report url url,rumor,2014,10,8,2014-10,2014-04,1.0
554688527435563008,tragic: nearly 70 people died at a funeral after drinking contaminated beer: url url,rumor,2015,1,12,2015-01,2015-01,1.0
693934062445187072,"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. url",truth,2016,1,31,2016-01,2016-01,1.0
693512850539683842,obama gently guides michelle’s hand as she maneuvers drone joystick url url,truth,2016,1,30,2016-01,2016-01,1.0
524993533212897281,"fbi assisting in the case of the ottawa shooting, sources have confirmed to ctv news",rumor,2014,10,22,2014-10,2014-04,1.0
510918747188514816,breaking: video claims to show beheading of british aid worker david haines by #isis.,truth,2014,9,13,2014-09,2014-03,1.0
660466342038867969,calling #anonymous collective to fire at all #kkk & affiliated sources on nov 16. url #opkkk #hoodsoff retweet/share,rumor,2015,10,31,2015-10,2015-04,1.0
614608936491188225,white house lit in rainbow colors after gay marriage ruling url url,truth,2015,6,27,2015-06,2015-02,1.0
489798219283857408,ukrainian minister says rebels shot down #mh17 malaysia airlines plane url url,rumor,2014,7,17,2014-07,2014-03,1.0
407290871856369664,"r.i.p paul walker, why are people making jokes about his death? not funny at all!",truth,2013,12,1,2013-12,2013-04,1.0
693452449173086210,study finds girls outperforming future employers in school url url,truth,2016,1,30,2016-01,2016-01,1.0
673615400655970304,shock: 72 'homeland security' employees on terrorist watch list... url,rumor,2015,12,6,2015-12,2015-04,1.0
652349108653551616,surprising number of vegetarians secretly eat meat url url,rumor,2015,10,9,2015-10,2015-04,1.0
692924229017309184,the real takeaway from the #gopdebate? this ted cruz snub. url,truth,2016,1,29,2016-01,2016-01,1.0
523123023646175233,the nigerian government says it has secured the release of 200 schoolgirls after agreeing ceasefire with boko haram. url,rumor,2014,10,17,2014-10,2014-04,1.0
544350712365207552,#breaking reports two customers and an employee have escaped the #sydneysiege url,truth,2014,12,15,2014-12,2014-04,1.0
693466724822323200,audio recordings reveal cpr started 11 minutes after staff found gynnya mcmillen url url,truth,2016,1,30,2016-01,2016-01,1.0
518866406512025602,"hewlett-packard to split into two companies, wsj says. url",truth,2014,10,5,2014-10,2014-04,1.0
724624672604610562,people are over here boycotting over their new transgender bathroom policy and i'm just like url,rumor,2016,4,25,2016-04,2016-02,1.0
612841482823729152,breaking news campaign donations link top gop contenders to #dylannroof. #tedcruz returns $8k. url url,rumor,2015,6,22,2015-06,2015-02,1.0
531525016794697729,more: officials say they do not know the extent of al-baghdadi's apparent injuries: url,rumor,2014,11,9,2014-11,2014-04,1.0
691064699853606913,nyc breaks record for snowiest day in its history url #davidsnowie #blizzard2016 url,truth,2016,1,24,2016-01,2016-01,1.0
649584608560832513,this woman mistook builders’ foam for hair mousse url url,rumor,2015,10,1,2015-10,2015-04,1.0
614620298877513729,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. url,truth,2015,6,27,2015-06,2015-02,1.0
387010299536355328,"as a former federal agent i find this story hard to believe, even for this white house. url #spitehouse",rumor,2013,10,7,2013-10,2013-04,1.0
501827465032237056,#isis beheads photojournalist james wright foley in a massage to us to end its intervention in #iraq. url,truth,2014,8,19,2014-08,2014-03,1.0
387030572779847680,non-essential services shutdown? can someone explain to me how url is essential while url is not?,rumor,2013,10,7,2013-10,2013-04,1.0
553543369604210689,an 11-month old baby is among the hostages at the kosher supermarket in paris. unbearably sad. url,truth,2015,1,9,2015-01,2015-01,1.0
727187859367546880,good news!: target stock plummets #lbgtq #bathroombill url #tcot #pjnet #rednationrising url,rumor,2016,5,2,2016-05,2016-02,1.0
514546272972574721,"if you put an iphone 6 in your pocket, it may not come out the same shape url",rumor,2014,9,23,2014-09,2014-03,1.0
693272659447119873,"report: breast-feeding increase could save more than 800,000 lives annually url url",truth,2016,1,30,2016-01,2016-01,1.0
693185488644149248,poll shows 40 percent of germans want merkel to resign over her refugee policy: url url,truth,2016,1,29,2016-01,2016-01,1.0
576513463738109954,putin reappears on tv amid claims he is unwell and under threat of coup url url,rumor,2015,3,13,2015-03,2015-01,1.0
524206851450486785,"no, #banksy has not been arrested url url",rumor,2014,10,20,2014-10,2014-04,1.0
534303066867367937,"we are running out of chocolate, warns world's largest chocolate manufacturer url url",rumor,2014,11,17,2014-11,2014-04,1.0
693691456222052352,"red alert! drake just dropped a new single called, ""summer sixteen"" from his new album. url url",truth,2016,1,31,2016-01,2016-01,1.0
640644123339431936,did you know that microsoft actually uses dog noses for thumbsticks on the gamecube controller? url,rumor,2015,9,6,2015-09,2015-03,1.0
516705572373397504,fierce fighting reported on the outskirts of baghdad as isis jihadists fight one mile from western city boundary. so much for airstrikes.,rumor,2014,9,29,2014-09,2014-03,1.0
515598200796090369,"#workplace hero shoots #altonnolen #stabbings #beheading priors drugs/manhunt, recent radical convert #judicialgrinds url",truth,2014,9,26,2014-09,2014-03,1.0
552785375161499649,breaking: 10 reportedly shot dead at paris hq of french weekly charlie hebdo url,truth,2015,1,7,2015-01,2015-01,1.0
524976980799000578,"breaking news: ottawa police confirm to abc news they are looking for 3 suspects, one has been 'dealt with' - url",truth,2014,10,22,2014-10,2014-04,1.0
765779159176077312,"oil tanker hijacked off malaysian port of kuantan and taken into indonesian waters, malaysian maritime officials say url",truth,2016,8,17,2016-08,2016-03,1.0
693925198630821889,sources: calvin johnson told detroit lions he plans on retiring from the nfl. url url,truth,2016,1,31,2016-01,2016-01,1.0
